name,price,engineSize,year,mileage,fuelType,ratio
BMW Seria 5 F10,36900,3000 ,2012 ,150 000 km,Diesel,12300
Audi A4 B6,21900,1781 ,2004 ,197 240 km,Benzyna,12296.462661426165
Opel Astra J,20900,1700 ,2010 ,189 000 km,Diesel,12294.117647058823
BMW Seria 3 E90,24500,1995 ,2008 ,173 486 km,Diesel,12280.701754385966
Citroën C-Crosser,26700,2179 ,2008 ,227 028 km,Diesel,12253.327214318495
Honda Civic VIII,27000,2204 ,2011 ,80 000 km,Diesel,12250.453720508167
Audi A3 8P,24500,2000 ,2009 ,138 000 km,Diesel,12250
Opel Corsa D,15000,1229 ,2007 ,124 500 km,Benzyna,12205.044751830757
Alfa Romeo 156,39000,3200 ,2004 ,197 000 km,Benzyna,12187.5
Mercedes-Benz SL R230,60500,4966 ,2001 ,179 000 km,Benzyna,12182.843334675796
Toyota Yaris II,21900,1798 ,2007 ,148 800 km,Benzyna,12180.200222469412
Škoda Fabia II,16900,1390 ,2009 ,179 900 km,Benzyna,12158.273381294965
Seat Altea XL,23000,1896 ,2010 ,170 000 km,Diesel,12130.801687763713
Mazda 3 II,18900,1560 ,2010 ,201 000 km,Diesel,12115.384615384615
Renault Clio III,13900,1149 ,2008 ,106 000 km,Benzyna,12097.476066144472
Infiniti G,44700,3696 ,2008 ,132 300 km,Benzyna,12094.155844155845
Kia Ceed I,16900,1400 ,2007 ,92 000 km,Benzyna,12071.42857142857
Saab 9-3 II,22900,1900 ,2008 ,149 000 km,Diesel,12052.631578947368
Suzuki Grand Vitara II,24000,1995 ,2006 ,240 355 km,Benzyna,12030.075187969924
Volkswagen Jetta A5,19200,1598 ,2007 ,171 008 km,Benzyna,12015.018773466832
Audi A4 B7,24000,1999 ,2006 ,158 000 km,Diesel,12006.003001500749
Mercedes-Benz W123,36000,3000 ,1984 ,380 000 km,Diesel,12000
BMW Seria 5 E60,24000,2000 ,2006 ,292 000 km,Diesel,12000
Peugeot 5008 I,19200,1600 ,2010 ,164 750 km,Benzyna,12000
Volkswagen Touareg I,29999,2500 ,2004 ,305 650 km,Diesel,11999.599999999999
Opel Insignia A,23999,2000 ,2011 ,175 000 km,Diesel,11999.5
Ford Mustang,59900,5000 ,2012 ,91 000 km,Benzyna,11980
Suzuki Swift IV,15900,1328 ,2007 ,119 500 km,Benzyna,11972.89156626506
Volkswagen Sharan I,23900,1997 ,2010 ,266 000 km,Diesel,11967.951927891838
BMW Seria 5 E60,29900,2500 ,2007 ,292 000 km,Diesel,11960
BMW Seria 3 E90,23900,2000 ,2006 ,182 000 km,Benzyna,11950
Ford Mondeo Mk4,23900,2000 ,2010 ,217 000 km,Diesel,11950
BMW Seria 3 E90,23900,2000 ,2006 ,157 000 km,Benzyna,11950
Hyundai I30 I,18900,1582 ,2009 ,152 700 km,Diesel,11946.902654867257
Hyundai i20 I,14900,1248 ,2009 ,159 084 km,Benzyna,11939.102564102564
Suzuki Swift IV,15500,1300 ,2009 ,96 100 km,Benzyna,11923.076923076924
Dacia Dokker,17850,1500 ,2013 ,97 000 km,Diesel,11900
Audi A4 B7,23800,2000 ,2005 ,235 400 km,Benzyna,11900
Mazda CX-9,44000,3700 ,2011 ,150 000 km,Benzyna+LPG,11891.891891891892
Toyota Corolla Seria,19000,1598 ,2003 ,72 000 km,Benzyna,11889.862327909887
Seat Leon II,19000,1598 ,2010 ,130 981 km,Diesel,11889.862327909887
Ford Mondeo Mk4,21400,1800 ,2010 ,231 000 km,Diesel,11888.888888888889
BMW Seria 1 E87,18999,1600 ,2008 ,200 686 km,Benzyna,11874.375
Nissan Pixo,11799,996,2009 ,131 000 km,Benzyna,11846.385542168675
Renault Trafic II,22500,1900 ,2006 ,242 500 km,Diesel,11842.105263157895
Citroën C1 I,11800,998,2009 ,93 400 km,Benzyna,11823.647294589178
Opel Meriva II,20100,1700 ,2012 ,180 000 km,Diesel,11823.529411764706
Toyota RAV4 III,25999,2200 ,2007 ,204 000 km,Diesel,11817.727272727274
Peugeot 508,18900,1600 ,2016 ,120 000 km,Diesel,11812.5
Citroën C4 I,18900,1600 ,2009 ,99 600 km,Benzyna,11812.5
Peugeot 308 T7,18900,1600 ,2009 ,158 156 km,Benzyna,11812.5
Audi A4 B7,23600,2000 ,2006 ,209 000 km,Benzyna,11800
Peugeot 207,16000,1360 ,2010 ,104 000 km,Benzyna,11764.705882352942
Ford F250,69990,5954 ,2007 ,107 000 km,Diesel,11755.122606650992
BMW Seria 3 E90,23400,1995 ,2007 ,178 000 km,Benzyna,11729.323308270677
Fiat Panda II,12900,1100 ,2004 ,61 000 km,Benzyna,11727.272727272726
Suzuki SX4 I,18500,1586 ,2008 ,189 000 km,Benzyna,11664.564943253468
Toyota Corolla Seria,15900,1364 ,2007 ,276 000 km,Diesel,11656.891495601172
Škoda Fabia II,18600,1598 ,2014 ,168 000 km,Diesel,11639.549436795996
Volvo S80 II,27900,2401 ,2006 ,227 406 km,Diesel,11620.158267388588
Volvo S40 II,20900,1800 ,2007 ,225 000 km,Benzyna,11611.111111111111
Škoda Octavia I,18500,1595 ,2008 ,52 400 km,Benzyna,11598.746081504702
Mazda MX-5,18500,1600 ,2003 ,160 000 km,Benzyna,11562.5
Fiat Bravo II,15800,1368 ,2007 ,188 000 km,Benzyna,11549.70760233918
Audi A4 B7,22900,1984 ,2005 ,154 800 km,Benzyna,11542.33870967742
Ford Focus Mk2,18000,1560 ,2008 ,163 020 km,Diesel,11538.461538461539
BMW Seria 1 E87,23000,1995 ,2008 ,141 295 km,Benzyna,11528.822055137844
Volkswagen Passat B6,21900,1900 ,2008 ,260 000 km,Diesel,11526.315789473685
BMW Seria 5 E60,22999,2000 ,2008 ,258 000 km,Diesel,11499.5
BMW Seria 5 E60,22990,2000 ,2008 ,318 150 km,Diesel,11495
Hyundai Tucson I,22900,1998 ,2008 ,144 400 km,Diesel,11461.46146146146
Seat Altea,15900,1390 ,2008 ,163 000 km,Benzyna,11438.84892086331
Škoda Octavia I,22400,1968 ,2008 ,195 000 km,Diesel,11382.113821138211
Ford Mondeo Mk4,22700,1998 ,2007 ,265 000 km,Benzyna+LPG,11361.361361361362
Mazda 6 II,22699,1998 ,2009 ,208 000 km,Diesel,11360.860860860861
Volkswagen Golf V,22300,1968 ,2009 ,219 000 km,Diesel,11331.30081300813
Volkswagen Passat B6,21499,1900 ,2008 ,299 898 km,Diesel,11315.263157894737
Mercedes-Benz SL R129,56500,5000 ,1994 ,150 045 km,Benzyna,11300
Ford Focus Mk2,18000,1596 ,2009 ,140 119 km,Benzyna,11278.195488721805
Seat Leon II,20300,1800 ,2009 ,109 000 km,Benzyna,11277.77777777778
Ford Mondeo Mk4,22500,1997 ,2011 ,289 000 km,Diesel,11266.90035052579
BMW Seria 3 E90,22500,2000 ,2007 ,250 000 km,Benzyna,11250
Citroën C5 III,22500,2000 ,2011 ,269 000 km,Diesel,11250
Suzuki SX4 I,17500,1560 ,2008 ,152 000 km,Diesel,11217.948717948717
Land Rover Freelander II,35771,3192 ,2007 ,126 335 km,Benzyna+LPG,11206.453634085212
BMW Seria 3 E90,33500,3000 ,2005 ,280 000 km,Benzyna,11166.666666666666
Fiat Punto Evo,14500,1300 ,2013 ,149 000 km,Diesel,11153.846153846152
Porsche Cayenne I,53499,4800 ,2008 ,192 420 km,Benzyna,11145.625
Renault Laguna III,16700,1500 ,2009 ,193 700 km,Diesel,11133.333333333332
Audi A4 B7,21900,1968 ,2007 ,240 000 km,Diesel,11128.048780487805
Volkswagen Eos,21900,1968 ,2008 ,234 000 km,Diesel,11128.048780487805
Kia Ceed I,17800,1600 ,2010 ,220 000 km,Diesel,11125
Toyota Avensis II,19900,1794 ,2006 ,162 200 km,Benzyna,11092.53065774805
Audi A4 B7,22000,1984 ,2006 ,224 289 km,Benzyna,11088.709677419354
Škoda Fabia II,13300,1200 ,2007 ,148 000 km,Benzyna,11083.333333333334
Land Rover Range Rover III,39900,3600 ,2008 ,280 000 km,Diesel,11083.333333333334
Seat Ibiza IV,17700,1598 ,2010 ,212 000 km,Diesel,11076.345431789736
Mercedes-Benz Klasa C W203,19900,1800 ,2006 ,190 000 km,Benzyna,11055.555555555555
Citroën C4 Picasso I,19900,1800 ,2008 ,140 000 km,Benzyna,11055.555555555555
Fiat Fiorino,15000,1360 ,2013 ,119 000 km,Benzyna+LPG,11029.411764705883
BMW Seria 3 E90,21999,1995 ,2005 ,339 000 km,Diesel,11027.067669172933
Citroën C-Crosser,26000,2360 ,2008 ,96 000 km,Benzyna,11016.949152542375
Volkswagen Transporter T5,20900,1900 ,2009 ,291 243 km,Diesel,11000
Smart Fortwo I,6600,600,2001 ,161 000 km,Benzyna,11000
BMW Seria 5 E60,32900,2993 ,2006 ,201 000 km,Diesel,10992.315402606082
BMW Seria 1 E87,21900,1995 ,2008 ,198 000 km,Diesel,10977.443609022555
BMW Seria 1 E87,21900,1995 ,2006 ,168 000 km,Diesel,10977.443609022555
Opel Astra H,17500,1598 ,2010 ,144 950 km,Benzyna,10951.188986232792
Audi A4 B7,21900,2000 ,2005 ,183 000 km,Diesel,10950
Subaru Legacy V,21900,2000 ,2009 ,142 000 km,Diesel,10950
BMW Seria 3 E90,21900,2000 ,2007 ,281 886 km,Diesel,10950
Ford Mondeo Mk4,21900,2000 ,2007 ,187 000 km,Benzyna,10950
Audi A4 B7,21900,2000 ,2007 ,271 000 km,Benzyna,10950
BMW Seria 1 E87,21900,2000 ,2008 ,278 000 km,Diesel,10950
Opel Zafira B,20900,1910 ,2010 ,191 000 km,Diesel,10942.40837696335
Mitsubishi Pajero IV,35000,3200 ,2007 ,339 632 km,Diesel,10937.5
Škoda Octavia II,17500,1600 ,2011 ,208 400 km,Diesel,10937.5
Citroën Berlingo II,17499,1600 ,2013 ,170 000 km,Diesel,10936.875
Audi A6 C6,29500,2700 ,2008 ,358 541 km,Diesel,10925.925925925925
Mercedes-Benz Sprinter II,24000,2200 ,2002 ,182 000 km,Diesel,10909.090909090908
Mercedes-Benz Klasa B W245,21700,1991 ,2009 ,223 580 km,Diesel,10899.04570567554
Fiat 500,13500,1242 ,2008 ,149 500 km,Benzyna,10869.565217391304
Volvo V50,16900,1560 ,2009 ,249 000 km,Diesel,10833.333333333334
Škoda Fabia II,17300,1598 ,2011 ,184 659 km,Diesel,10826.032540675846
Seat Leon II,20500,1896 ,2008 ,156 000 km,Diesel,10812.236286919831
Ford S-Max I,19400,1800 ,2007 ,152 000 km,Diesel,10777.77777777778
BMW Seria 1 E87,21500,1995 ,2008 ,189 000 km,Diesel,10776.942355889725
Alfa Romeo Mito,13900,1300 ,2010 ,84 400 km,Diesel,10692.307692307691
BMW Seria 1 E87,21300,1995 ,2010 ,188 000 km,Diesel,10676.691729323307
Škoda Octavia II,21000,1968 ,2009 ,249 837 km,Diesel,10670.731707317073
Volkswagen Jetta A5,17000,1595 ,2006 ,135 316 km,Benzyna,10658.307210031347
Volvo S40 II,16999,1598 ,2007 ,221 850 km,Diesel,10637.672090112641
Mercedes-Benz ML W164,31900,3000 ,2006 ,284 000 km,Diesel,10633.333333333332
Peugeot 308 T7,16900,1591 ,2009 ,202 000 km,Diesel,10622.250157133878
Suzuki SX4 I,15900,1500 ,2006 ,148 000 km,Benzyna,10600
Renault Grand Scenic III,15900,1500 ,2009 ,170 000 km,Diesel,10600
Kia Ceed I,20900,1975 ,2008 ,215 000 km,Benzyna+LPG,10582.278481012658
Opel Meriva I,16900,1598 ,2008 ,99 800 km,Benzyna,10575.719649561952
Mini Cooper S,16900,1598 ,2004 ,218 500 km,Benzyna,10575.719649561952
Škoda Roomster,16900,1600 ,2007 ,220 000 km,Benzyna+LPG,10562.5
Citroën Berlingo II,16900,1600 ,2009 ,279 175 km,Diesel,10562.5
Toyota Yaris I,13700,1298 ,2004 ,161 000 km,Benzyna,10554.699537750386
Volkswagen Golf VI,20900,1986 ,2008 ,210 000 km,Diesel,10523.665659617322
Volvo V50,18900,1798 ,2007 ,183 000 km,Benzyna,10511.679644048943
Opel Corsa D,10500,1000 ,2007 ,140 000 km,Benzyna,10500
Audi A4 B6,18900,1800 ,2003 ,205 000 km,Benzyna,10500
BMW Seria 3 E90,20900,1995 ,2007 ,147 000 km,Diesel,10476.190476190477
Renault Megane III,15700,1500 ,2009 ,207 000 km,Diesel,10466.666666666666
Toyota Avensis II,20900,1998 ,2007 ,208 000 km,Benzyna,10460.460460460461
Ford Mondeo Mk4,20900,2000 ,2008 ,239 000 km,Diesel,10450
Renault Koleos,20900,2000 ,2008 ,231 500 km,Diesel,10450
Nissan Qashqai I,20800,1995 ,2008 ,240 000 km,Diesel,10426.065162907267
Renault Modus,11950,1149 ,2007 ,142 150 km,Benzyna,10400.348128807658
Nissan Pathfinder,26000,2500 ,2007 ,230 000 km,Diesel,10400
Toyota Corolla Seria,14550,1400 ,2005 ,236 900 km,Diesel,10392.857142857143
Honda Civic VII,14500,1396 ,2005 ,161 200 km,Benzyna,10386.819484240688
Mazda 6 II,25900,2500 ,2008 ,160 000 km,Benzyna,10360
Audi A6 C6,27900,2700 ,2007 ,295 000 km,Diesel,10333.333333333334
Volkswagen Touareg I,30999,3000 ,2008 ,280 000 km,Diesel,10333
Renault Megane III,19300,1870 ,2011 ,99 000 km,Diesel,10320.855614973261
Peugeot 207,16500,1600 ,2008 ,189 000 km,Benzyna,10312.5
Ford Focus Mk2,16500,1600 ,2010 ,163 000 km,Diesel,10312.5
Toyota Avensis II,20500,1998 ,2008 ,219 000 km,Diesel,10260.26026026026
Seat Leon II,20500,2000 ,2008 ,280 000 km,Diesel,10250
Ford Focus Mk2,16400,1600 ,2009 ,102 000 km,Benzyna,10250
Seat Leon II,16400,1600 ,2008 ,126 900 km,Benzyna,10250
Škoda Roomster,14300,1400 ,2006 ,252 000 km,Benzyna+LPG,10214.285714285714
Fiat Panda II,11300,1108 ,2009 ,90 971 km,Benzyna,10198.5559566787
Mercedes-Benz Sprinter III,21900,2148 ,2008 ,384 401 km,Diesel,10195.530726256984
Mercedes-Benz Klasa E W210,27500,2700 ,2000 ,265 000 km,Diesel,10185.185185185184
Audi A8 D3,29900,2967 ,2006 ,232 000 km,Diesel,10077.519379844962
Citroën C4 Picasso I,15700,1560 ,2007 ,192 233 km,Diesel,10064.102564102564
Nissan Pathfinder,24997,2488 ,2006 ,327 000 km,Diesel,10047.025723472669
Seat Leon II,19000,1896 ,2007 ,173 845 km,Diesel,10021.097046413503
Ford Focus Mk2,19999,1999 ,2009 ,225 000 km,Benzyna,10004.502251125563
Hyundai Santa Fe II,22000,2200 ,2006 ,323 000 km,Diesel,10000
Audi A4 B7,19990,2000 ,2005 ,216 455 km,Benzyna,9995
Alfa Romeo 159,18990,1900 ,2009 ,214 259 km,Diesel,9994.736842105263
Land Rover Range Rover III,49950,4999 ,2011 ,90 000 km,Benzyna,9991.998399679936
Toyota RAV4 II,19900,1995 ,2004 ,244 900 km,Diesel,9974.937343358397
Volkswagen Golf Plus,18900,1896 ,2008 ,211 000 km,Diesel,9968.354430379748
Audi A6 C6,29900,3000 ,2004 ,149 221 km,Diesel,9966.666666666666
BMW X3 E83,29900,3000 ,2007 ,226 000 km,Diesel,9966.666666666666
Ford Mondeo Mk4,19900,1997 ,2008 ,229 000 km,Diesel,9964.947421131697
Citroën C5 III,19900,1997 ,2009 ,280 000 km,Diesel,9964.947421131697
Audi A6 C6,23900,2400 ,2006 ,202 000 km,Benzyna,9958.333333333334
Ford C-MAX I,19900,2000 ,2008 ,142 000 km,Benzyna,9950
Mercedes-Benz Klasa B W245,19900,2000 ,2009 ,182 900 km,Diesel,9950
Citroën C5 III,19900,2000 ,2009 ,226 400 km,Diesel,9950
Toyota Avensis II,19900,2000 ,2008 ,176 750 km,Diesel,9950
Hyundai Tucson I,19900,2000 ,2005 ,144 000 km,Benzyna,9950
BMW Seria 5 E39,19900,2000 ,1998 ,176 000 km,Benzyna,9950
Audi A3 8P,15900,1598 ,2006 ,240 000 km,Benzyna,9949.937421777222
Opel Vectra C,18900,1900 ,2006 ,220 000 km,Diesel,9947.368421052632
Mazda 2 II,14900,1498 ,2009 ,86 870 km,Benzyna,9946.595460614151
Kia Ceed I,15900,1600 ,2008 ,170 000 km,Diesel,9937.5
Volkswagen Eos,13900,1400 ,2008 ,97 000 km,Benzyna,9928.57142857143
Peugeot 207,13900,1400 ,2009 ,139 000 km,Benzyna,9928.57142857143
Peugeot 207,13900,1400 ,2010 ,98 000 km,Benzyna,9928.57142857143
Toyota Avensis II,19800,1998 ,2008 ,234 000 km,Diesel,9909.90990990991
Volvo S60 II,28900,2953 ,2012 ,82 197 km,Benzyna+LPG,9786.657636302065
Toyota Avensis II,17500,1794 ,2005 ,147 100 km,Benzyna,9754.738015607581
Volkswagen Golf V,15500,1600 ,2008 ,248 002 km,Benzyna,9687.5
Opel Zafira B,18500,1910 ,2007 ,212 000 km,Diesel,9685.86387434555
Hyundai I30 I,13499,1397 ,2009 ,172 000 km,Benzyna,9662.84896206156
Mitsubishi Outlander II,19000,1968 ,2007 ,288 000 km,Diesel,9654.471544715447
Opel Astra H,12500,1300 ,2008 ,240 650 km,Diesel,9615.384615384615
Jeep Cherokee III,26900,2800 ,2008 ,170 000 km,Diesel,9607.142857142857
Škoda Octavia II,18900,1968 ,2008 ,298 000 km,Diesel,9603.658536585366
Audi A6 C6,25900,2700 ,2006 ,259 000 km,Diesel,9592.592592592593
Mercedes-Benz ML W163,25900,2700 ,2004 ,199 534 km,Diesel,9592.592592592593
Dacia Logan Van,14300,1500 ,2010 ,231 000 km,Diesel,9533.333333333334
BMW Seria 5 E60,23800,2499 ,2005 ,280 000 km,Benzyna+LPG,9523.809523809523
Renault Kangoo I,13900,1461 ,2007 ,197 500 km,Diesel,9514.031485284053
Ford Focus Mk2,19000,2000 ,2008 ,235 000 km,Benzyna,9500
Peugeot 308 T7,14800,1560 ,2009 ,235 900 km,Diesel,9487.179487179486
Citroën C3 II,14800,1560 ,2010 ,195 100 km,Diesel,9487.179487179486
Peugeot 307 II,12900,1360 ,2006 ,183 000 km,Benzyna,9485.294117647058
Citroën C3 I,12900,1360 ,2009 ,64 632 km,Benzyna,9485.294117647058
BMW Seria 3 E90,18900,1995 ,2010 ,275 250 km,Diesel,9473.684210526315
BMW Seria 1 E87,18900,1995 ,2006 ,258 000 km,Diesel,9473.684210526315
Ford Focus Mk2,18900,1998 ,2009 ,240 000 km,Diesel,9459.45945945946
Mitsubishi Lancer VIII,18900,2000 ,2008 ,215 000 km,Diesel,9450
Mercedes-Benz Klasa C W203,17000,1800 ,2005 ,204 000 km,Benzyna+LPG,9444.444444444445
Audi A3 8P,17900,1896 ,2004 ,293 000 km,Diesel,9440.928270042194
Toyota Avensis II,16900,1800 ,2005 ,189 000 km,Benzyna,9388.888888888889
Toyota RAV4 II,16900,1800 ,2002 ,252 154 km,Benzyna,9388.888888888889
Opel Signum,16900,1800 ,2006 ,188 796 km,Benzyna,9388.888888888889
Opel Tigra II,13000,1389 ,2006 ,114 828 km,Benzyna,9359.251259899209
Volkswagen Touran I,14900,1595 ,2004 ,228 700 km,Benzyna,9341.692789968653
Peugeot 407,14900,1600 ,2008 ,180 000 km,Diesel,9312.5
Seat Leon II,14900,1600 ,2006 ,229 000 km,Benzyna+LPG,9312.5
Hyundai i20 I,13000,1396 ,2011 ,112 000 km,Diesel,9312.320916905444
BMW Seria 5 E60,27900,3000 ,2004 ,284 000 km,Diesel,9300
Mazda 6 II,18500,2000 ,2008 ,202 000 km,Diesel,9250
Audi A4 B7,17500,1896 ,2005 ,286 000 km,Diesel,9229.957805907172
Honda Jazz II,12900,1400 ,2006 ,160 000 km,Benzyna,9214.285714285714
Seat Ibiza IV,12900,1400 ,2009 ,107 534 km,Diesel,9214.285714285714
Kia Picanto I,9999,1086 ,2007 ,153 000 km,Benzyna,9207.182320441989
BMW Seria 5 E60,22900,2495 ,2005 ,303 000 km,Diesel,9178.356713426854
Ford S-Max I,16500,1800 ,2008 ,305 000 km,Diesel,9166.666666666666
Fiat Bravo II,17500,1910 ,2007 ,124 700 km,Diesel,9162.303664921465
Toyota Yaris I,11900,1300 ,2004 ,149 500 km,Benzyna,9153.846153846152
Audi A4 B6,16300,1781 ,2003 ,209 000 km,Benzyna,9152.161706906232
Honda Jazz II,11400,1246 ,2006 ,165 000 km,Benzyna,9149.277688603532
Audi A6 C6,37900,4163 ,2006 ,266 000 km,Benzyna,9104.011530146528
Honda CR-V II,20000,2204 ,2005 ,243 730 km,Diesel,9074.410163339384
Audi A4 B6,17200,1896 ,2001 ,158 457 km,Diesel,9071.729957805906
Audi A1,12700,1400 ,2010 ,79 000 km,Benzyna,9071.42857142857
Jaguar S-Type R,38000,4196 ,2004 ,35 500 km,Benzyna,9056.244041944708
Volkswagen Passat B6,17800,1968 ,2007 ,239 000 km,Diesel,9044.71544715447
BMW Seria 3 E90,18000,1995 ,2005 ,280 000 km,Diesel,9022.556390977445
Volkswagen Golf Plus,18000,1998 ,2008 ,268 000 km,Diesel,9009.009009009009
BMW Seria 3 E46,27000,2999 ,2004 ,248 624 km,Diesel,9003.001000333445
Škoda Octavia II,18000,2000 ,2007 ,296 000 km,Diesel,9000
Audi A6 C6,18000,2000 ,2005 ,287 000 km,Diesel,9000
Kia Sportage II,17900,1991 ,2007 ,199 200 km,Diesel,8990.4570567554
Audi A4 B6,15999,1781 ,2003 ,217 097 km,Benzyna,8983.155530600787
Audi A4 B7,17950,2000 ,2006 ,231 000 km,Diesel,8975
Renault Espace IV,17900,1995 ,2008 ,189 415 km,Diesel,8972.431077694235
Jeep Grand Cherokee III,26900,3000 ,2005 ,190 000 km,Diesel,8966.666666666666
Volkswagen Golf Plus,17000,1896 ,2007 ,237 000 km,Diesel,8966.244725738397
Mercedes-Benz Klasa C W202,17900,1998 ,2001 ,117 500 km,Benzyna,8958.95895895896
BMW Seria 3 E90,17900,2000 ,2007 ,219 000 km,Diesel,8950
Lexus IS I,17900,2000 ,2004 ,205 000 km,Benzyna,8950
Opel Vectra C,17000,1900 ,2006 ,160 329 km,Diesel,8947.368421052632
Opel Astra H,12500,1400 ,2004 ,138 000 km,Benzyna,8928.57142857143
Peugeot 407,15599,1749 ,2006 ,148 000 km,Benzyna,8918.810748999429
Seat Altea,16900,1896 ,2008 ,215 000 km,Diesel,8913.502109704641
Volkswagen Golf V,16900,1896 ,2008 ,200 000 km,Diesel,8913.502109704641
Citroën C4 I,13900,1560 ,2008 ,139 500 km,Diesel,8910.25641025641
Toyota Avensis II,19870,2231 ,2007 ,281 km,Diesel,8906.320035858358
Alfa Romeo 159,16900,1900 ,2007 ,240 000 km,Diesel,8894.736842105263
Opel Astra H,14990,1686 ,2008 ,205 000 km,Diesel,8890.865954922894
Jaguar XJ X350,24000,2700 ,2005 ,226 146 km,Diesel,8888.888888888889
BMW Seria 1 E87,17700,1995 ,2005 ,207 170 km,Diesel,8872.18045112782
BMW X3 E83,26500,2993 ,2003 ,298 000 km,Benzyna,8853.992649515536
Mercedes-Benz ML W163,23900,2700 ,2003 ,295 000 km,Diesel,8851.85185185185
BMW Seria 3 E90,17700,2000 ,2011 ,129 000 km,Diesel,8850
Ford Focus Mk2,15500,1753 ,2008 ,177 748 km,Diesel,8841.985168282945
Honda Accord VII,17600,2000 ,2003 ,298 000 km,Benzyna+LPG,8800
Volkswagen Passat B6,15800,1800 ,2008 ,217 000 km,Benzyna,8777.77777777778
BMW Seria 1 E87,17500,1995 ,2007 ,260 600 km,Diesel,8771.929824561405
Peugeot 308 T7,17500,1998 ,2009 ,171 800 km,Diesel,8758.758758758759
Renault Megane II,17500,1998 ,2007 ,180 000 km,Benzyna+LPG,8758.758758758759
Toyota Auris I,17500,2000 ,2007 ,140 000 km,Diesel,8750
BMW Seria 3 E36,17500,2000 ,1996 ,186 352 km,Benzyna,8750
Citroën Berlingo I,11900,1360 ,2005 ,112 625 km,Benzyna,8750
Jaguar XK8,34999,4000 ,1998 ,176 000 km,Benzyna,8749.75
Kia Sportage II,17450,1998 ,2005 ,121 344 km,Benzyna,8733.733733733734
Škoda Fabia II,13900,1598 ,2010 ,171 000 km,Diesel,8698.37296620776
Volkswagen Polo IV,10400,1198 ,2006 ,107 500 km,Benzyna,8681.135225375627
Ford Focus Mk2,13800,1596 ,2006 ,125 252 km,Benzyna,8646.616541353384
BMW Seria 5 E60,25900,3000 ,2008 ,319 600 km,Diesel,8633.333333333332
BMW Seria 5 E60,25800,2993 ,2006 ,240 000 km,Diesel,8620.11359839626
Volkswagen Passat B6,16950,1968 ,2008 ,237 000 km,Diesel,8612.80487804878
Opel Meriva I,14500,1686 ,2008 ,152 000 km,Diesel,8600.23724792408
Renault Clio III,12900,1500 ,2010 ,151 000 km,Diesel,8600
Ford C-MAX I,13400,1560 ,2008 ,198 000 km,Diesel,8589.74358974359
Citroën C4 II,13700,1600 ,2012 ,149 000 km,Diesel,8562.5
Volkswagen Golf V,16200,1896 ,2008 ,235 800 km,Diesel,8544.303797468354
Škoda Octavia II,16200,1896 ,2010 ,238 000 km,Diesel,8544.303797468354
Honda Odyssey,29900,3500 ,2005 ,140 000 km,Benzyna+LPG,8542.857142857143
Opel Vectra C,16300,1910 ,2007 ,194 002 km,Diesel,8534.031413612565
Fiat Grande Punto,11900,1400 ,2006 ,150 000 km,Benzyna,8500
Audi A6 C6,25500,3000 ,2005 ,334 000 km,Diesel,8500
Renault Laguna III,16900,1995 ,2008 ,206 604 km,Diesel,8471.177944862156
Ford Mondeo Mk4,16900,1997 ,2008 ,258 000 km,Diesel,8462.694041061592
Ford S-Max I,16900,1998 ,2008 ,229 000 km,Diesel,8458.458458458459
Volkswagen Touran I,16900,1998 ,2005 ,212 904 km,Diesel,8458.458458458459
Mazda 5 I,16900,2000 ,2007 ,250 000 km,Benzyna,8450
BMW Seria 3 E90,16850,1995 ,2006 ,242 440 km,Diesel,8446.115288220552
Ford C-MAX I,13500,1600 ,2007 ,160 000 km,Diesel,8437.5
Volvo S80 II,25300,2999 ,2008 ,184 400 km,Benzyna,8436.145381793931
Opel Astra H,16800,2000 ,2006 ,157 500 km,Benzyna,8400
Mercedes-Benz SL R107,46500,5547 ,1987 ,105 024 km,Benzyna,8382.909680908599
Škoda Fabia II,11900,1422 ,2008 ,136 000 km,Diesel,8368.495077355836
Volvo V70 II,20900,2500 ,2007 ,299 000 km,Benzyna,8360
Mercedes-Benz Klasa C W203,15000,1796 ,2003 ,147 649 km,Benzyna,8351.893095768375
Audi A6 C6,24999,3000 ,2005 ,246 000 km,Diesel,8333
BMW Seria 7 E65/66,39900,4800 ,2005 ,235 000 km,Benzyna,8312.5
BMW Seria 5 E60,24900,3000 ,2005 ,264 000 km,Diesel,8300
Mazda 5 I,14900,1798 ,2007 ,155 000 km,Benzyna,8286.98553948832
Volkswagen Passat B5,14900,1800 ,2004 ,200 000 km,Diesel,8277.77777777778
Opel Astra H,13900,1686 ,2008 ,225 242 km,Diesel,8244.365361803084
Opel Vectra C,15700,1910 ,2008 ,289 000 km,Diesel,8219.895287958116
Opel Astra G,11500,1400 ,2006 ,160 000 km,Benzyna,8214.285714285714
Kia Picanto I,8900,1086 ,2007 ,107 231 km,Benzyna,8195.211786372009
Renault Laguna III,16300,1995 ,2009 ,223 105 km,Diesel,8170.426065162907
Mercedes-Benz Klasa E W211,17900,2200 ,2004 ,212 000 km,Diesel,8136.363636363637
Opel Astra H,12999,1600 ,2006 ,162 100 km,Benzyna,8124.375000000001
Renault Modus,9300,1149 ,2005 ,110 955 km,Benzyna,8093.994778067884
Volkswagen Passat B6,15900,1968 ,2006 ,208 500 km,Diesel,8079.2682926829275
Škoda Octavia II,15900,1968 ,2008 ,220 000 km,Diesel,8079.2682926829275
