name,price,engineSize,year,mileage,fuelType,ratio
Opel Astra H,14500,1796 ,2004 ,162 842 km,Benzyna,8073.496659242762
Renault Grand Scenic II,12900,1600 ,2004 ,152 000 km,Benzyna+LPG,8062.5
Ford C-MAX I,12900,1600 ,2009 ,175 000 km,Diesel,8062.5
Peugeot 308 T7,12550,1560 ,2009 ,235 500 km,Diesel,8044.871794871796
Honda FR-V,17690,2200 ,2006 ,291 300 km,Diesel,8040.909090909091
Alfa Romeo 159,15300,1910 ,2007 ,196 000 km,Diesel,8010.471204188482
Volkswagen Transporter T5,19999,2500 ,2004 ,310 234 km,Diesel,7999.6
Hyundai Tucson I,15900,1991 ,2004 ,142 152 km,Diesel,7985.936715218483
BMW X3 E83,23900,2993 ,2005 ,269 000 km,Diesel,7985.299031072503
Audi A6 C6,23900,2997 ,2005 ,270 000 km,Diesel,7974.641307974642
Renault Megane II,11599,1456 ,2007 ,206 000 km,Diesel,7966.346153846154
Renault Espace IV,15900,1998 ,2007 ,247 000 km,Diesel,7957.957957957958
Mazda 5 I,15900,1999 ,2007 ,170 000 km,Benzyna,7953.976988494247
Ford Focus Mk2,15900,2000 ,2008 ,242 287 km,Diesel,7950
Volkswagen Passat B6,15900,2000 ,2007 ,245 000 km,Diesel,7950
Opel Meriva I,9900,1248 ,2008 ,144 000 km,Diesel,7932.692307692308
Ford Focus Mk2,13900,1753 ,2008 ,262 000 km,Diesel,7929.264118653737
Alfa Romeo 159,15000,1900 ,2006 ,256 km,Diesel,7894.736842105262
Alfa Romeo 159,15000,1900 ,2007 ,318 000 km,Diesel,7894.736842105262
Volkswagen Golf V,14999,1900 ,2008 ,285 000 km,Diesel,7894.210526315789
Suzuki Grand Vitara I,15700,2000 ,2004 ,298 000 km,Diesel,7850
Fiat Doblo I,14900,1900 ,2009 ,224 000 km,Diesel,7842.105263157895
Audi A6 C6,23500,3000 ,2006 ,234 000 km,Diesel,7833.333333333333
Volvo V50,12500,1600 ,2006 ,220 000 km,Diesel,7812.5
Ford Fusion,10900,1400 ,2009 ,190 000 km,Diesel,7785.714285714285
Peugeot 307 II,10900,1400 ,2007 ,188 000 km,Benzyna,7785.714285714285
Volkswagen Golf V,15500,2000 ,2004 ,164 000 km,Diesel,7750
Audi A3 8P,12400,1600 ,2003 ,295 000 km,Benzyna,7750
Citroën C6,20900,2700 ,2009 ,260 000 km,Diesel,7740.740740740741
Mercedes-Benz Klasa E W211,20900,2700 ,2003 ,260 000 km,Diesel,7740.740740740741
Mercedes-Benz Klasa C W203,13900,1796 ,2002 ,183 500 km,Benzyna,7739.420935412027
Opel Zafira B,14700,1900 ,2006 ,177 000 km,Diesel,7736.8421052631575
Opel Meriva I,13900,1800 ,2007 ,193 000 km,Benzyna,7722.222222222223
Ford Mondeo Mk4,13900,1800 ,2007 ,288 654 km,Diesel,7722.222222222223
Audi A6 C5,14500,1896 ,2004 ,366 000 km,Diesel,7647.679324894515
BMW Seria 5 E60,22900,2998 ,2006 ,177 134 km,Diesel,7638.425617078053
BMW Seria 7 E65/66,22900,3000 ,2003 ,375 000 km,Diesel,7633.333333333334
Fiat Doblo I,9900,1300 ,2007 ,191 714 km,Diesel,7615.384615384615
Mercedes-Benz Klasa E W211,20500,2700 ,2003 ,301 000 km,Diesel,7592.592592592592
Opel Astra H,14500,1910 ,2008 ,219 000 km,Diesel,7591.623036649215
Volkswagen Passat B6,14900,1968 ,2005 ,420 000 km,Diesel,7571.138211382114
Toyota Yaris I,9800,1298 ,2003 ,148 665 km,Benzyna,7550.077041602465
Ford Focus Mk2,12000,1600 ,2011 ,212 000 km,Diesel,7500
Audi A4 B7,15000,2000 ,2005 ,281 000 km,Diesel,7500
Volkswagen Touareg I,24000,3200 ,2004 ,195 638 km,Benzyna+LPG,7500
Toyota Yaris I,7500,1000 ,2004 ,175 000 km,Benzyna,7500
Fiat Bravo I,14200,1900 ,2007 ,161 861 km,Diesel,7473.684210526316
Toyota Avensis II,13400,1794 ,2003 ,155 626 km,Benzyna,7469.342251950948
BMW Seria 1 E87,14900,1995 ,2006 ,165 000 km,Diesel,7468.671679197995
Renault Clio II,14900,1998 ,2001 ,231 156 km,Benzyna,7457.457457457457
Audi A4 B7,14900,2000 ,2007 ,271 123 km,Diesel,7450
Renault Grand Espace,14900,2000 ,2008 ,249 000 km,Diesel,7450
Renault Megane II,11900,1600 ,2008 ,160 000 km,Benzyna,7437.5
Mercedes-Benz Klasa S W220,36900,4966 ,2005 ,218 000 km,Benzyna+LPG,7430.52758759565
Opel Vectra C,14100,1900 ,2005 ,225 000 km,Diesel,7421.0526315789475
Honda Jazz II,8900,1200 ,2004 ,90 100 km,Benzyna,7416.666666666667
Jeep Grand Cherokee II,20000,2700 ,2003 ,237 000 km,Diesel,7407.407407407408
Honda Jazz II,9900,1339 ,2005 ,218 010 km,Benzyna,7393.577296489918
Opel Astra H,13300,1800 ,2006 ,223 457 km,Benzyna,7388.88888888889
Seat Ibiza III,14000,1896 ,2006 ,230 000 km,Diesel,7383.966244725739
Audi A4 B6,13900,1896 ,2004 ,288 000 km,Diesel,7331.223628691983
Suzuki SX4 I,13999,1910 ,2008 ,100 300 km,Diesel,7329.319371727749
Audi A6 C5,13900,1900 ,2001 ,227 000 km,Diesel,7315.789473684211
Citroën C4 I,11400,1560 ,2008 ,227 300 km,Diesel,7307.692307692308
Opel Corsa D,9500,1300 ,2008 ,187 000 km,Diesel,7307.692307692308
Mercedes-Benz Klasa C W203,21900,3000 ,2005 ,292 000 km,Diesel,7300
BMW Seria 5 E60,21900,3000 ,2004 ,255 000 km,Diesel,7300
Ford Mondeo Mk4,14550,1997 ,2009 ,238 900 km,Diesel,7285.92889334001
Citroën C4 I,9900,1360 ,2006 ,217 000 km,Benzyna,7279.411764705882
Mazda 5 I,14500,1998 ,2006 ,235 000 km,Diesel,7257.257257257257
Chevrolet Kalos,8700,1200 ,2007 ,141 258 km,Benzyna,7250
Fiat Panda II,8999,1242 ,2008 ,131 227 km,Benzyna,7245.571658615137
Opel Vectra C,12999,1800 ,2003 ,213 413 km,Benzyna,7221.666666666667
Citroën C2,7900,1100 ,2003 ,98 324 km,Benzyna,7181.818181818182
Mercedes-Benz CLS C219,35900,4999 ,2005 ,218 000 km,Benzyna,7181.436287257451
Volkswagen Polo IV,8600,1198 ,2003 ,145 450 km,Benzyna,7178.631051752921
Ford C-MAX I,12900,1798 ,2006 ,172 312 km,Benzyna,7174.638487208009
Volkswagen Passat B5,12900,1800 ,2001 ,196 000 km,Benzyna+LPG,7166.666666666667
Opel Zafira B,13600,1900 ,2007 ,229 641 km,Diesel,7157.894736842105
Audi Q7 I,30000,4200 ,2011 ,229 000 km,Diesel,7142.857142857143
Volkswagen Polo IV,9900,1390 ,2004 ,153 000 km,Benzyna,7122.302158273382
Mazda 6 II,15500,2185 ,2009 ,346 500 km,Diesel,7093.821510297483
Alfa Romeo 159,17000,2400 ,2007 ,207 900 km,Diesel,7083.333333333333
Mazda 3 I,9900,1400 ,2005 ,151 000 km,Benzyna,7071.428571428572
Saab 9-3 II,13500,1910 ,2006 ,215 000 km,Diesel,7068.062827225131
Seat Leon I,11300,1600 ,2004 ,195 383 km,Benzyna,7062.5
Audi A4 B6,16900,2400 ,2002 ,188 000 km,Benzyna,7041.666666666667
Mitsubishi Pajero III,20900,2972 ,2001 ,255 000 km,Benzyna+LPG,7032.301480484522
Mercedes-Benz SLK R170,13999,1998 ,2002 ,229 000 km,Benzyna,7006.506506506506
Fiat Grande Punto,9800,1400 ,2007 ,189 000 km,Benzyna+LPG,7000
Mercedes-Benz Klasa A W169,14000,2000 ,2007 ,147 000 km,Diesel,7000
Chevrolet Impala,39900,5700 ,1966 ,99 000 km,Benzyna,7000
Opel Corsa D,11900,1700 ,2007 ,260 000 km,Diesel,7000
Honda Civic VII,9777,1400 ,2001 ,198 076 km,Benzyna,6983.571428571428
BMW Seria 3 E90,13900,1995 ,2006 ,300 000 km,Benzyna,6967.418546365915
BMW Seria 5 E39,20900,3000 ,2002 ,111 111 km,Diesel,6966.666666666667
Škoda Octavia I,13200,1896 ,2003 ,283 000 km,Diesel,6962.025316455696
Volvo V50,13900,1997 ,2007 ,248 200 km,Diesel,6960.440660991488
Opel Zafira A,13900,1998 ,2003 ,206 609 km,Benzyna,6956.956956956958
Mazda 6 I,13900,2000 ,2006 ,182 000 km,Benzyna,6950
Volkswagen Passat B5,12499,1800 ,2001 ,212 167 km,Benzyna,6943.888888888889
Mitsubishi Eclipse IV,26500,3828 ,2007 ,188 000 km,Benzyna,6922.675026123302
BMW Seria 5 E39,15000,2171 ,2001 ,222 000 km,Benzyna,6909.258406264394
Ford Mondeo Mk5,13800,1999 ,2014 ,83 771 km,Benzyna,6903.451725862931
Kia Ceed I,10900,1582 ,2008 ,196 000 km,Diesel,6890.012642225031
Audi A8 D3,28900,4200 ,2004 ,233 218 km,Benzyna,6880.952380952382
Honda Civic VII,11000,1600 ,2005 ,240 000 km,Benzyna,6875
Volkswagen Touran I,13700,1999 ,2004 ,165 000 km,Benzyna,6853.426713356678
Volkswagen Golf V,13700,2000 ,2006 ,237 000 km,Diesel,6850
Renault Clio III,9999,1461 ,2013 ,52 000 km,Diesel,6843.94250513347
Mercedes-Benz Klasa S W220,21900,3200 ,2001 ,137 500 km,Benzyna,6843.75
Volkswagen Touran I,12999,1900 ,2004 ,170 157 km,Diesel,6841.578947368421
Toyota Yaris III,8888,1300 ,2012 ,240 000 km,Benzyna+LPG,6836.923076923077
Volkswagen Passat B5,10900,1595 ,2003 ,177 000 km,Benzyna+LPG,6833.85579937304
BMW Seria 1 E87,13600,2000 ,2005 ,270 000 km,Diesel,6800
Opel Zafira B,12900,1900 ,2006 ,230 000 km,Diesel,6789.473684210527
Toyota Yaris I,9500,1400 ,2004 ,177 000 km,Diesel,6785.714285714285
Nissan Note I,9900,1461 ,2007 ,201 229 km,Diesel,6776.18069815195
Mercedes-Benz Klasa E W212,14900,2200 ,2011 ,210 000 km,Diesel,6772.727272727272
Audi A3 8L,10800,1600 ,2003 ,162 000 km,Benzyna+LPG,6750
Ford Focus Mk2,13500,2000 ,2006 ,232 500 km,Diesel,6750
Ford Focus Mk2,13500,2000 ,2006 ,232 500 km,Diesel,6750
Toyota Avensis II,13500,2000 ,2006 ,190 000 km,Diesel,6750
Volvo C30,13500,2000 ,2007 ,173 000 km,Diesel,6750
Volkswagen Passat B5,10800,1600 ,2004 ,193 000 km,Benzyna,6750
Volkswagen Touran I,13200,1968 ,2004 ,220 000 km,Diesel,6707.317073170731
Citroën C4 I,10700,1600 ,2006 ,154 000 km,Diesel,6687.5
Mitsubishi Outlander I,15900,2378 ,2006 ,168 541 km,Benzyna,6686.291000841043
Renault Megane II,9900,1500 ,2006 ,184 500 km,Diesel,6600
Toyota Yaris II,9000,1364 ,2006 ,177 000 km,Diesel,6598.240469208212
BMW Seria 3 E46,12500,1895 ,2000 ,131 000 km,Benzyna,6596.306068601583
Volkswagen Golf V,12500,1900 ,2004 ,334 000 km,Diesel,6578.9473684210525
Seat Alhambra I,12900,1984 ,2003 ,194 350 km,Benzyna,6502.016129032258
Mercedes-Benz W201 (190),13000,2000 ,1990 ,180 000 km,Benzyna,6500
Mercedes-Benz Klasa E W211,17500,2700 ,2002 ,276 700 km,Diesel,6481.481481481482
Ford Focus Mk1,12900,2000 ,2002 ,250 000 km,Benzyna,6450
Volvo S40 I,12900,2000 ,2003 ,179 000 km,Benzyna,6450
Audi Coupe,18000,2800 ,1992 ,288 000 km,Benzyna+LPG,6428.571428571428
Volkswagen Phaeton,27000,4200 ,2004 ,319 000 km,Benzyna+LPG,6428.571428571428
Volkswagen Golf V,8999,1400 ,2005 ,230 091 km,Benzyna,6427.857142857142
Seat Ibiza IV,7700,1200 ,2013 ,46 000 km,Benzyna,6416.666666666667
Opel Corsa C,6400,999,2001 ,83 450 km,Benzyna,6406.406406406407
BMW Seria 7 E65/66,23000,3600 ,2002 ,380 000 km,Benzyna+LPG,6388.88888888889
Audi A6 C5,19000,2976 ,2002 ,214 996 km,Benzyna,6384.408602150538
Peugeot 407,12700,1997 ,2004 ,186 168 km,Diesel,6359.5393089634445
Ford Focus Mk2,8900,1400 ,2005 ,200 541 km,Benzyna,6357.142857142857
Škoda Fabia II,8900,1400 ,2010 ,400 000 km,Diesel,6357.142857142857
Ford Focus C-Max,9900,1560 ,2006 ,308 554 km,Diesel,6346.153846153846
Ford Focus Mk2,9900,1560 ,2008 ,253 729 km,Diesel,6346.153846153846
Opel Corsa D,7700,1229 ,2010 ,83 706 km,Benzyna,6265.256305939788
Volvo V70 II,14500,2319 ,2001 ,248 000 km,Benzyna+LPG,6252.695127210004
Audi A4 B5,9999,1600 ,1997 ,195 000 km,Benzyna,6249.375
Alfa Romeo 159,14900,2387 ,2006 ,177 400 km,Diesel,6242.144951822371
Toyota Yaris I,8500,1364 ,2004 ,221 000 km,Diesel,6231.671554252199
Audi A6 C5,14900,2400 ,2002 ,182 000 km,Benzyna,6208.333333333333
Mini Cooper,9900,1598 ,2001 ,155 000 km,Benzyna,6195.244055068836
Mazda 3 I,9900,1600 ,2004 ,182 000 km,Benzyna,6187.5
Ford Focus Mk2,9900,1600 ,2005 ,158 203 km,Benzyna,6187.5
Opel Vectra C,11700,1900 ,2007 ,227 300 km,Diesel,6157.894736842105
Peugeot 407,12300,2000 ,2005 ,267 000 km,Diesel,6150
Honda Civic VIII,13500,2200 ,2008 ,229 000 km,Diesel,6136.363636363637
Honda HR-V I,9800,1600 ,2000 ,197 000 km,Benzyna+LPG,6125
BMW Seria 3 E46,17900,2926 ,2003 ,285 000 km,Diesel,6117.566643882434
Opel Astra H,10900,1796 ,2006 ,187 877 km,Benzyna,6069.042316258352
Audi A6 C6,18000,2967 ,2004 ,395 000 km,Diesel,6066.734074823054
Volkswagen Passat B6,11500,1896 ,2005 ,243 438 km,Diesel,6065.400843881856
Ford Mondeo Mk3,10900,1800 ,2006 ,217 000 km,Benzyna,6055.555555555556
Fiat Bravo II,11500,1900 ,2007 ,216 000 km,Diesel,6052.631578947368
Peugeot 206,6800,1124 ,2004 ,228 283 km,Benzyna,6049.822064056939
Seat Ibiza III,8600,1422 ,2008 ,210 700 km,Diesel,6047.819971870605
Toyota Corolla Verso,11999,1985 ,2004 ,239 000 km,Diesel,6044.836272040302
Suzuki Wagon R+,7999,1325 ,2004 ,127 000 km,Benzyna,6036.981132075472
Alfa Romeo 159,11500,1910 ,2006 ,180 000 km,Diesel,6020.942408376963
BMW Seria 3 E46,12000,1995 ,2005 ,227 000 km,Benzyna+LPG,6015.037593984962
Seat Cordoba II,8400,1398 ,2004 ,93 200 km,Benzyna,6008.583690987124
Mazda Tribute,11999,1998 ,2002 ,186 000 km,Benzyna,6005.505505505505
Opel Astra H,11400,1900 ,2005 ,288 000 km,Diesel,6000
BMW Seria 5 E39,12999,2171 ,2001 ,184 000 km,Benzyna+LPG,5987.563334868724
Ford Focus Mk2,9300,1560 ,2006 ,203 000 km,Diesel,5961.538461538462
Volkswagen Passat B5,10600,1781 ,2002 ,279 500 km,Benzyna,5951.712521055587
Volkswagen Passat B5,10600,1781 ,2001 ,176 500 km,Benzyna,5951.712521055587
Renault Grand Scenic II,11900,2000 ,2007 ,231 000 km,Benzyna+LPG,5950
Peugeot 407,11900,2000 ,2006 ,237 000 km,Benzyna,5950
Toyota Yaris I,5900,998,2000 ,345 000 km,Benzyna,5911.823647294589
Audi A8 D3,24800,4200 ,2002 ,249 600 km,Benzyna,5904.7619047619055
Alfa Romeo GT,11200,1900 ,2005 ,206 000 km,Diesel,5894.736842105262
Opel Vectra C,10600,1800 ,2002 ,193 000 km,Benzyna,5888.88888888889
BMW Seria 3 E46,11699,2000 ,2004 ,240 000 km,Diesel,5849.5
Volkswagen Passat B5,9350,1600 ,2002 ,149 000 km,Benzyna,5843.75
BMW Seria 5 E39,14500,2500 ,2002 ,245 000 km,Benzyna,5800
Mercedes-Benz Klasa S W140,19999,3449 ,1993 ,311 650 km,Diesel,5798.492316613511
Volvo V50,11500,1997 ,2004 ,345 000 km,Diesel,5758.637956935403
Opel Astra H,11500,1999 ,2004 ,227 000 km,Diesel,5752.876438219109
Volkswagen Sharan I,10900,1900 ,2001 ,328 000 km,Diesel,5736.8421052631575
Opel Vectra C,10300,1800 ,2003 ,228 000 km,Benzyna,5722.222222222223
Ford Fiesta Mk6,8000,1399 ,2005 ,168 971 km,Diesel,5718.3702644746245
Mercedes-Benz Klasa S W140,24000,4200 ,1997 ,406 000 km,Benzyna+LPG,5714.285714285715
Opel Zafira B,10900,1910 ,2010 ,174 000 km,Diesel,5706.806282722513
BMW Seria 7 E65/66,24900,4400 ,2002 ,240 000 km,Benzyna,5659.090909090909
Citroën C3 I,7900,1398 ,2005 ,193 037 km,Diesel,5650.929899856938
Mercedes-Benz W124 (1984-1993),12990,2299 ,1988 ,232 000 km,Benzyna,5650.282731622444
Toyota Avensis II,12600,2231 ,2005 ,312 000 km,Diesel,5647.691618108472
Opel Meriva I,9000,1598 ,2005 ,190 000 km,Benzyna,5632.040050062578
Volkswagen Jetta A2,9999,1781 ,1989 ,104 000 km,Benzyna,5614.261650758001
Mazda 3 I,8900,1600 ,2006 ,192 000 km,Diesel,5562.5
Kia Sorento I,13900,2500 ,2003 ,252 000 km,Diesel,5560
BMW Seria 3 E46,13900,2500 ,2000 ,247 000 km,Benzyna,5560
Ford Galaxy Mk2,10500,1900 ,2005 ,285 000 km,Diesel,5526.315789473684
BMW Seria 3 E46,11000,1995 ,2003 ,209 000 km,Benzyna,5513.784461152883
Audi A4 B5,9900,1800 ,1999 ,163 000 km,Benzyna,5500
Ford Focus Mk2,9900,1800 ,2006 ,115 000 km,Diesel,5500
Ford Tourneo Connect I,9900,1800 ,2004 ,210 000 km,Benzyna,5500
Volkswagen Passat B6,10800,1968 ,2007 ,336 850 km,Diesel,5487.804878048781
Audi A3 8L,10400,1896 ,2001 ,290 000 km,Diesel,5485.232067510548
BMW Seria 3 E46,10900,1991 ,1999 ,421 000 km,Benzyna+LPG,5474.635861376193
Peugeot 307 II,10900,1997 ,2005 ,98 000 km,Benzyna,5458.187280921382
Honda Accord VII,11999,2200 ,2004 ,340 000 km,Diesel,5454.090909090909
Audi A4 B6,10900,2000 ,2000 ,201 000 km,Benzyna,5450
Peugeot 307 II,10900,2000 ,2006 ,176 300 km,Benzyna,5450
Ford Mondeo Mk4,10900,2000 ,2009 ,240 000 km,Diesel,5450
Hyundai Getz,5990,1100 ,2006 ,64 000 km,Benzyna,5445.454545454545
BMW Seria 3 E46,11900,2200 ,2002 ,227 000 km,Benzyna+LPG,5409.090909090909
BMW Seria 3 E90,13500,2499 ,2005 ,286 000 km,Benzyna,5402.160864345738
Škoda Octavia I,8600,1598 ,2003 ,198 000 km,Benzyna,5381.727158948686
Opel Meriva I,9600,1800 ,2004 ,213 000 km,Benzyna,5333.333333333333
Mazda,10500,2000 ,2001 ,224 000 km,Benzyna,5250
Nissan Micra K12,6500,1240 ,2003 ,94 000 km,Benzyna,5241.935483870968
Renault Grand Scenic II,9700,1870 ,2007 ,262 000 km,Diesel,5187.16577540107
Renault Clio II,6200,1200 ,2006 ,140 000 km,Benzyna+LPG,5166.666666666667
Saab 9-3 II,10300,1998 ,2003 ,259 000 km,Benzyna+LPG,5155.155155155155
Ford Focus Mk2,9200,1800 ,2006 ,223 822 km,Diesel,5111.11111111111
Škoda Fabia I,7100,1390 ,2007 ,297 000 km,Benzyna,5107.913669064748
Peugeot 407,10200,2000 ,2005 ,235 164 km,Diesel,5100
BMW Seria 5 E39,9999,1995 ,2003 ,290 000 km,Diesel,5012.0300751879695
Opel Zafira A,7999,1598 ,2004 ,248 000 km,Benzyna+LPG,5005.632040050063
Ford Fiesta Mk6,6500,1299 ,2003 ,108 000 km,Benzyna,5003.8491147036175
Citroën C3 I,7000,1400 ,2007 ,240 000 km,Diesel,5000
Volkswagen Passat B5,9500,1900 ,2004 ,239 000 km,Diesel,5000
Saab 9-3 II,10000,2000 ,2005 ,310 000 km,Benzyna,5000
Opel Vectra C,8900,1798 ,2003 ,224 508 km,Benzyna,4949.944382647386
Renault Megane II,7900,1600 ,2005 ,138 000 km,Benzyna,4937.5
Toyota Yaris I,7400,1500 ,2002 ,168 000 km,Benzyna,4933.333333333334
Honda Jazz II,6600,1339 ,2002 ,278 995 km,Benzyna,4929.051530993279
Škoda Fabia I,5900,1198 ,2003 ,93 000 km,Benzyna,4924.8747913188645
Volkswagen Touran I,9300,1900 ,2004 ,301 000 km,Diesel,4894.736842105262
Ford Focus Mk2,8800,1800 ,2005 ,244 430 km,Diesel,4888.88888888889
BMW Seria 3 E36,7777,1600 ,1997 ,141 314 km,Benzyna,4860.625
Volkswagen Bora,7700,1595 ,1999 ,110 950 km,Benzyna,4827.586206896552
Volkswagen Golf V,9499,1968 ,2005 ,155 000 km,Diesel,4826.7276422764235
Citroën Xsara Picasso,7500,1560 ,2007 ,261 000 km,Diesel,4807.692307692308
Volkswagen Passat B5,9500,1984 ,2003 ,312 560 km,Benzyna+LPG,4788.306451612903
Toyota Corolla Verso,9500,1995 ,2002 ,210 000 km,Diesel,4761.9047619047615
Ford Focus Mk1,8550,1800 ,2004 ,107 275 km,Diesel,4750
Volkswagen Passat B5,9000,1896 ,2003 ,254 000 km,Diesel,4746.835443037975
Citroën C4 I,7400,1560 ,2005 ,268 000 km,Diesel,4743.589743589743
Peugeot 607,12900,2720 ,2006 ,179 000 km,Diesel,4742.647058823529
Volkswagen Golf IV,8999,1900 ,2006 ,299 999 km,Diesel,4736.315789473684
Volkswagen Transporter T4,8990,1900 ,2000 ,369 000 km,Diesel,4731.578947368421
Mercedes-Benz W201 (190),8500,1797 ,1990 ,121 400 km,Benzyna,4730.105731775181
Jeep Grand Cherokee I,24500,5200 ,1997 ,164 200 km,Benzyna,4711.538461538462
Volkswagen Passat B5,8900,1900 ,2005 ,290 000 km,Diesel,4684.210526315789
Renault Clio III,6999,1500 ,2008 ,259 068 km,Diesel,4666
Mercedes-Benz W124 (1984-1993),14900,3200 ,1992 ,410 000 km,Benzyna+LPG,4656.25
Ford Fiesta Mk6,6499,1400 ,2004 ,212 058 km,Benzyna,4642.142857142857
Volkswagen Golf IV,6400,1390 ,1999 ,280 000 km,Benzyna+LPG,4604.3165467625895
Audi A6 C5,10900,2400 ,2000 ,224 000 km,Benzyna,4541.666666666667
Jeep Grand Cherokee II,17900,3956 ,1999 ,271 000 km,Benzyna+LPG,4524.772497472194
Opel Vectra C,14200,3175 ,2002 ,244 000 km,Benzyna+LPG,4472.44094488189
Citroën C5 II,8900,1998 ,2005 ,220 000 km,Diesel,4454.454454454454
Alfa Romeo 147,8500,1910 ,2007 ,167 800 km,Diesel,4450.261780104712
Ford Mondeo Mk3,8900,2000 ,2004 ,271 000 km,Benzyna,4450
Renault Espace IV,8900,2000 ,2003 ,223 000 km,Benzyna,4450
Nissan Primera P12,7790,1769 ,2003 ,179 000 km,Benzyna,4403.617863199548
Ford Focus Mk2,8800,1999 ,2005 ,154 000 km,Benzyna,4402.201100550275
Nissan Primera P12,7900,1800 ,2003 ,140 000 km,Benzyna,4388.88888888889
Opel Astra G,6900,1598 ,2001 ,195 000 km,Benzyna,4317.897371714644
BMW Seria 3 E46,12900,2998 ,2001 ,368 000 km,Diesel,4302.8685790527015
Mitsubishi Pajero II,11999,2800 ,1998 ,351 700 km,Diesel,4285.357142857142
BMW Seria 3 E46,8500,1995 ,2003 ,259 000 km,Diesel,4260.651629072682
Audi A6 C5,11900,2800 ,1999 ,202 000 km,Benzyna,4250
Volkswagen Golf II,5900,1390 ,1999 ,171 499 km,Benzyna,4244.604316546763
Renault Laguna II,7800,1870 ,2007 ,197 300 km,Diesel,4171.122994652406
BMW Seria 3 E30,8200,2000 ,1989 ,319 292 km,Benzyna,4100
BMW Seria 3 E46,10200,2500 ,1999 ,175 000 km,Benzyna,4080
Nissan Terrano II,10999,2700 ,2001 ,198 000 km,Diesel,4073.7037037037035
BMW Seria 3 E46,7300,1796 ,2004 ,216 000 km,Benzyna,4064.5879732739418
Opel Astra H,6900,1700 ,2004 ,259 800 km,Diesel,4058.8235294117644
Nissan Almera N16,6000,1497 ,2003 ,200 000 km,Benzyna+LPG,4008.016032064128
Škoda Fabia II,6400,1598 ,2011 ,250 000 km,Diesel,4005.0062578222783
Volkswagen Beetle,8000,2000 ,1999 ,200 000 km,Benzyna+LPG,4000
Opel Astra G,5600,1400 ,2004 ,199 999 km,Benzyna,4000
Volkswagen Polo III,5500,1390 ,2000 ,198 000 km,Benzyna,3956.8345323741005
Toyota Avensis II,7900,2000 ,2005 ,275 000 km,Diesel,3950
Opel Corsa C,6700,1700 ,2004 ,235 654 km,Diesel,3941.1764705882356
BMW Seria 5 E39,10900,2800 ,1998 ,212 000 km,Benzyna,3892.8571428571427
Mercedes-Benz Klasa E W210,9700,2497 ,1996 ,157 000 km,Diesel,3884.6615939126955
Fiat Stilo,6700,1747 ,2005 ,177 000 km,Benzyna,3835.1459645105892
Peugeot 206,5200,1360 ,2003 ,175 000 km,Benzyna,3823.529411764706
Mercedes-Benz Klasa E W210,19000,4973 ,1996 ,242 000 km,Benzyna,3820.631409611904
Chrysler Grand Voyager III,10500,2776 ,2004 ,286 081 km,Diesel,3782.420749279539
Alfa Romeo 147,7200,1910 ,2003 ,150 000 km,Diesel,3769.633507853403
Audi A8 D2,10500,2800 ,1995 ,312 000 km,Benzyna+LPG,3750
Mitsubishi Eclipse III,8999,2400 ,2001 ,92 000 km,Benzyna,3749.5833333333335
Mercedes-Benz Klasa S W220,11900,3199 ,1999 ,353 000 km,Benzyna,3719.912472647702
Audi A4 B5,7000,1896 ,2000 ,335 000 km,Diesel,3691.9831223628694
BMW X3 E83,11000,2990 ,2004 ,190 000 km,Benzyna,3678.929765886288
Opel Astra G,6600,1800 ,2001 ,265 000 km,Benzyna+LPG,3666.6666666666665
BMW Seria 5 E39,11000,3000 ,1999 ,280 000 km,Diesel,3666.6666666666665
Mercedes-Benz Klasa E W124,10999,3000 ,1994 ,350 000 km,Diesel,3666.333333333333
BMW Seria 7 E65/66,10900,2993 ,2007 ,211 500 km,Diesel,3641.830938857334
BMW Seria 3 E46,10900,2995 ,2000 ,490 000 km,Diesel,3639.398998330551
Renault Scenic RX4,6900,1900 ,2003 ,238 000 km,Diesel,3631.5789473684213
Hyundai Terracan,10500,2903 ,2003 ,307 000 km,Diesel,3616.9479848432657
Opel Corsa C,3500,973,2002 ,202 000 km,Benzyna,3597.122302158273
Alfa Romeo 147,6800,1910 ,2010 ,75 000 km,Diesel,3560.20942408377
Opel Vectra C,7800,2200 ,2002 ,192 000 km,Diesel,3545.4545454545455
Mazda 2 II,4700,1349 ,2012 ,109 000 km,Benzyna,3484.0622683469237
Peugeot 106 II,3299,954,1997 ,190 000 km,Benzyna,3458.071278825996
Fiat Stilo,6500,1910 ,2004 ,166 077 km,Diesel,3403.1413612565443
BMW Seria 3 E46,8500,2500 ,1998 ,261 000 km,Benzyna,3400
Opel Zafira A,6100,1800 ,2000 ,147 000 km,Benzyna,3388.8888888888887
Opel Vectra B,5990,1800 ,2001 ,204 942 km,Benzyna+LPG,3327.777777777778
Volkswagen Passat B5,6300,1896 ,2001 ,324 000 km,Diesel,3322.784810126582
Seat Leon I,6300,1896 ,2001 ,235 000 km,Diesel,3322.784810126582
